Date,Open,High,Low,Close,Volume
2024-06-17,28.75,28.8,28.65,28.7,12745692
2024-06-18,28.7,28.9,28.65,28.85,21359712
2024-06-19,28.95,29.05,28.75,28.95,40660513
2024-06-20,29.0,29.05,28.75,29.0,21046092
2024-06-21,28.95,29.0,28.75,28.9,28590506
2024-06-24,28.85,29.0,28.7,29.0,20258146
2024-06-25,29.0,29.1,28.9,29.1,25058718
2024-06-26,28.9,29.0,28.6,28.8,21192080
2024-06-27,28.5,28.65,28.35,28.6,26295040
2024-06-28,28.5,28.95,28.5,28.55,26264132
2024-07-01,28.55,28.85,28.55,28.75,14929590
2024-07-02,28.6,28.8,28.55,28.75,13207092
2024-07-03,28.75,29.05,28.65,29.05,29069001
2024-07-04,29.1,29.3,29.0,29.25,24374559
2024-07-05,29.25,29.3,29.05,29.25,14060979
2024-07-08,29.2,29.3,29.0,29.25,20612933
2024-07-09,29.25,29.4,29.15,29.25,27408532
2024-07-10,29.25,29.6,29.2,29.6,30132314
2024-07-11,29.6,29.95,29.55,29.85,26052358
2024-07-12,29.8,30.0,29.65,29.9,22034690
2024-07-15,30.0,30.2,29.7,30.0,33560315
2024-07-16,30.0,30.0,29.75,30.0,38680563
2024-07-17,29.9,30.1,29.8,30.05,47081961
2024-07-18,30.05,30.6,29.8,30.45,63890282
2024-07-19,30.55,30.55,29.9,30.25,49144695
2024-07-22,30.1,30.15,29.4,29.7,51560124
2024-07-23,29.8,30.1,29.75,29.8,53594001
2024-07-26,26.45,27.5,26.45,27.0,96500816
2024-07-29,27.05,27.2,26.7,26.7,58529507
2024-07-30,26.7,26.75,26.05,26.25,48654712
2024-07-31,26.15,26.75,25.9,26.55,36301492
2024-08-01,26.55,26.65,26.35,26.65,34686339
2024-08-02,26.3,26.45,26.1,26.45,34231813
2024-08-05,26.0,26.05,24.85,25.35,69674365
2024-08-06,25.8,26.1,24.8,25.75,43676473
2024-08-07,25.65,25.95,25.55,25.9,24602257
2024-08-08,25.65,26.1,25.6,25.8,23575854
2024-08-09,26.05,27.0,26.05,26.65,43172771
2024-08-12,26.85,27.3,26.75,27.0,28945835
2024-08-13,27.0,27.0,26.7,26.8,21612300
2024-08-14,26.95,27.4,26.85,27.25,28144718
2024-08-15,27.45,27.45,26.7,26.7,22207083
2024-08-16,27.1,27.35,27.05,27.3,26182061
2024-08-19,27.35,27.35,27.05,27.15,10881513
2024-08-20,27.3,27.35,27.05,27.3,16321702
2024-08-21,27.25,27.35,27.1,27.35,12994251
2024-08-22,27.35,27.4,27.15,27.4,16081919
2024-08-23,27.3,27.5,27.15,27.4,13660509
2024-08-26,27.5,27.9,27.45,27.9,23036736
2024-08-27,27.65,27.9,27.65,27.9,10056636
2024-08-28,27.8,27.85,27.65,27.85,7828394
2024-08-29,27.85,28.0,27.7,27.95,19372230
2024-08-30,28.0,28.2,27.95,28.2,35491763
2024-09-02,28.2,28.25,28.0,28.1,11875546
2024-09-03,28.1,28.1,27.65,27.65,18717607
2024-09-04,27.35,27.4,26.9,27.25,34770652
2024-09-05,27.25,27.7,27.15,27.3,15340773
2024-09-06,27.2,27.5,27.0,27.5,10988922
2024-09-09,26.85,27.9,26.85,27.9,25674478
2024-09-10,27.9,28.0,27.6,27.95,20815533
2024-09-11,27.95,27.95,27.6,27.6,10196406
2024-09-12,28.0,28.0,27.45,27.7,14360743
2024-09-13,27.65,27.8,27.65,27.8,6644867
2024-09-16,27.8,27.8,27.65,27.7,7145187
2024-09-18,27.65,27.85,27.6,27.85,10767477
2024-09-19,27.75,28.0,27.7,27.85,14464491
2024-09-20,27.9,28.2,27.9,28.2,29449390
2024-09-23,28.2,28.4,28.1,28.4,16376579
2024-09-24,28.4,28.5,28.3,28.5,16875344
2024-09-25,28.65,28.75,28.35,28.5,22143136
2024-09-26,28.7,28.75,28.5,28.65,15440249
2024-09-27,28.85,28.85,28.15,28.3,18171128
2024-09-30,28.4,28.45,28.05,28.05,20106607
2024-10-01,28.1,28.65,27.9,28.65,20163936
2024-10-04,28.2,28.25,27.8,28.0,30072002
2024-10-07,28.05,28.15,27.8,28.1,19351702
2024-10-08,27.85,28.1,27.7,27.95,20979792
2024-10-09,27.95,28.2,27.95,28.05,15141027
2024-10-11,28.15,28.3,28.1,28.15,12354605
2024-10-14,28.2,28.3,28.1,28.3,10974751
2024-10-15,28.35,28.65,28.3,28.65,21772481
2024-10-16,28.4,28.65,28.2,28.35,22917004
2024-10-17,28.35,28.45,28.15,28.25,11610030
2024-10-18,28.4,28.85,28.3,28.8,32775423
2024-10-21,28.85,28.85,28.15,28.15,23196012
2024-10-22,28.15,28.2,28.05,28.2,13385606
2024-10-23,28.15,28.2,27.9,27.9,14337078
2024-10-24,27.8,27.9,27.7,27.85,19558275
2024-10-25,27.85,27.95,27.65,27.65,11751253
2024-10-28,27.7,27.9,27.5,27.5,17453334
2024-10-29,27.45,27.5,27.1,27.3,22985692
2024-10-30,27.5,27.55,27.15,27.4,18054982
2024-11-01,26.05,27.35,26.05,26.85,47559847
2024-11-04,26.9,27.5,26.9,27.35,12971365
2024-11-05,27.3,27.35,27.1,27.3,13947120
2024-11-06,27.2,27.35,27.05,27.05,13166647
2024-11-07,27.05,27.6,27.05,27.4,13566909
2024-11-08,27.55,27.6,27.3,27.45,9773120
2024-11-11,27.45,27.6,27.3,27.45,11153294
2024-11-12,27.1,27.2,27.0,27.15,36739169
2024-11-13,27.15,27.15,27.0,27.1,19573272
2024-11-14,27.0,27.1,26.7,26.7,39180544
2024-11-15,26.95,27.2,26.8,26.85,34135200
2024-11-18,26.85,27.15,26.8,27.15,52975616
2024-11-19,27.3,27.3,26.8,27.1,76507795
2024-11-20,27.0,27.35,27.0,27.05,76254571
2024-11-21,27.05,27.35,26.85,27.35,62359644
2024-11-22,27.3,27.45,27.1,27.45,45390124
2024-11-25,27.6,27.8,27.45,27.8,47043900
2024-11-26,27.55,27.6,27.35,27.45,11164336
2024-11-27,27.55,27.6,27.3,27.35,14305696
2024-11-28,27.35,27.45,27.15,27.3,11729059
2024-11-29,27.1,27.2,26.9,27.0,25014595
2024-12-02,27.1,27.4,27.1,27.35,15098583
2024-12-03,27.6,27.8,27.45,27.8,22918671
2024-12-04,27.9,27.9,27.4,27.55,15479589
2024-12-05,27.7,27.75,27.55,27.7,11478121
2024-12-06,27.7,27.75,27.45,27.55,9277389
2024-12-09,27.5,27.65,27.4,27.55,12590702
2024-12-10,27.55,27.6,27.35,27.5,9537259
2024-12-11,27.4,27.55,27.35,27.5,13188616
2024-12-12,27.45,27.55,27.4,27.55,11470173
2024-12-13,27.6,27.6,27.35,27.35,11172636
2024-12-16,27.5,27.6,27.35,27.35,16257125
2024-12-17,27.35,27.55,27.1,27.55,43012288
2024-12-18,27.4,27.45,27.1,27.35,33622544
2024-12-19,27.1,27.15,26.9,27.0,38994569
2024-12-20,26.85,27.1,26.8,26.85,44514011
2024-12-23,27.1,27.35,27.05,27.35,26167994
2024-12-24,27.4,27.65,27.2,27.65,22517714
2024-12-25,27.65,27.65,27.4,27.6,10030712
2024-12-26,27.6,27.65,27.35,27.4,6746617
2024-12-27,27.3,27.3,27.2,27.25,7329514
2024-12-30,27.15,27.3,27.1,27.1,8977243
2024-12-31,27.0,27.1,26.95,26.95,12630238
2025-01-02,26.95,27.0,26.85,27.0,12965175
2025-01-03,27.0,27.1,26.95,26.95,6310540
2025-01-06,27.0,27.3,27.0,27.25,14559540
2025-01-07,27.3,27.35,27.1,27.1,11376784
2025-01-08,27.25,27.4,27.15,27.3,17339084
2025-01-09,27.3,27.85,27.25,27.35,23107356
2025-01-10,27.15,27.4,27.1,27.35,19943962
2025-01-13,27.4,27.5,26.9,27.05,24709382
2025-01-14,27.15,27.55,27.15,27.55,21482900
2025-01-15,27.6,27.75,27.45,27.45,21224174
2025-01-16,27.7,27.8,27.55,27.75,24857895
2025-01-17,27.75,27.75,27.4,27.6,16224727
2025-01-20,27.6,27.65,27.5,27.55,11548596
2025-01-21,27.7,27.85,27.55,27.75,15669662
2025-01-22,27.75,27.9,27.7,27.8,22376019
2025-02-03,27.6,28.1,27.6,28.0,35607684
2025-02-04,28.3,28.75,28.2,28.6,49722320
2025-02-05,28.7,28.75,28.3,28.45,16225982
2025-02-06,28.5,28.65,28.4,28.65,12905844
2025-02-07,28.55,28.65,28.45,28.55,8513161
2025-02-10,28.5,28.7,28.4,28.7,16272060
2025-02-11,28.7,28.7,28.55,28.7,8722346
2025-02-12,28.8,29.0,28.7,28.95,21710128
2025-02-13,29.0,29.2,28.9,29.2,27793334
2025-02-14,29.25,29.3,29.05,29.25,15329860
2025-02-17,29.3,29.45,29.2,29.45,18120990
2025-02-18,29.45,29.5,29.3,29.5,13556697
2025-02-19,29.45,29.5,29.4,29.5,13160069
2025-02-20,29.45,29.45,29.2,29.3,16551197
2025-02-21,29.3,29.65,29.3,29.65,22894180
2025-02-24,29.45,29.65,29.35,29.6,15035677
2025-02-25,29.25,29.55,29.25,29.55,12013290
2025-02-26,29.5,30.0,29.5,30.0,29435305
2025-02-27,29.95,29.95,29.15,29.15,42007300
2025-03-03,29.0,29.45,28.75,29.45,35575720
2025-03-04,29.0,29.4,28.95,29.25,24478278
2025-03-05,29.4,29.4,29.0,29.0,17453144
2025-03-06,29.0,29.2,29.0,29.05,13721464
2025-03-07,29.1,29.1,28.75,28.75,20785184
2025-03-10,28.8,29.05,28.5,28.95,29905089
2025-03-11,28.85,29.0,28.5,28.95,28972683
2025-03-12,29.0,29.2,28.8,29.1,25899868
2025-03-13,29.3,29.75,29.25,29.6,31809472
2025-03-14,29.7,29.8,29.65,29.65,19745906
2025-03-17,29.65,29.9,29.65,29.9,36396211
2025-03-18,29.95,30.0,29.75,30.0,27265819
2025-03-19,29.95,30.0,29.85,29.85,30701098
2025-03-20,29.95,30.0,29.85,29.95,17825769
2025-03-21,29.9,30.0,29.75,29.9,46488080
2025-03-24,29.8,30.0,29.7,29.95,18796638
2025-03-25,29.95,30.15,29.65,29.65,32339967
2025-03-26,29.65,30.0,29.65,30.0,17486176
2025-03-27,29.95,30.0,29.7,30.0,18615225
2025-03-28,29.7,29.8,29.35,29.65,23505989
2025-03-31,29.0,29.1,28.75,28.75,45834456
2025-04-01,28.8,29.25,28.8,29.05,21484211
2025-04-02,29.0,29.3,28.9,29.3,12714440
2025-04-07,26.4,26.4,26.4,26.4,21109054
2025-04-08,26.5,27.2,26.2,26.75,80935958
2025-04-09,26.75,27.2,25.5,25.9,65826651
2025-04-10,28.45,28.45,27.5,27.8,61205983
2025-04-11,27.7,27.7,27.15,27.6,49845433
2025-04-14,27.5,28.0,27.45,27.55,34367883
2025-04-15,27.65,27.9,27.65,27.75,18143711
2025-04-16,27.7,28.0,27.5,27.85,23496085
2025-04-17,27.95,27.95,27.55,27.6,16481761
2025-04-18,27.85,27.85,27.55,27.65,7615483
2025-04-21,27.65,27.8,27.5,27.55,7541885
2025-04-22,27.5,27.5,27.15,27.2,16784223
2025-04-23,27.4,27.85,27.4,27.8,15768005
2025-04-24,27.5,27.7,27.35,27.4,15627299
2025-04-25,27.65,27.75,27.55,27.55,9502381
2025-04-28,27.65,28.05,27.65,27.8,17111122
2025-04-29,27.8,28.05,27.6,27.8,21887545
2025-04-30,27.75,28.35,27.7,28.3,31903255
2025-05-02,28.1,28.25,28.0,28.0,19344789
2025-05-05,28.0,28.15,27.7,27.85,30917634
2025-05-06,28.2,28.7,28.1,28.6,33182803
2025-05-07,28.7,29.45,28.6,28.85,42489512
2025-05-08,28.85,29.2,28.75,28.85,23787703
2025-05-09,29.75,29.8,29.45,29.8,65590470
2025-05-12,29.8,29.85,29.35,29.5,19203100
2025-05-13,29.55,29.6,29.3,29.5,25469706
2025-05-14,29.55,29.9,29.5,29.7,25875291
2025-05-15,29.75,29.95,29.65,29.95,28695977
2025-05-16,29.95,30.1,29.85,30.1,44237760
2025-05-19,30.1,30.2,29.95,30.1,25624127
2025-05-20,30.1,30.25,29.95,30.1,17727846
2025-05-21,30.1,30.15,29.95,30.15,19709263
2025-05-22,29.95,30.15,29.9,30.05,19442124
2025-05-23,30.05,30.1,29.85,30.05,23615794
2025-05-26,29.9,30.25,29.85,30.25,26335219
2025-05-27,30.05,30.3,30.05,30.15,27428453
2025-05-28,30.15,30.25,30.0,30.25,30581681
2025-05-29,30.3,30.35,29.6,29.8,78055141
